name,age,position,club,market_value,profile_url,matches,goals,assists,yellow_cards,second_yellows,red_cards,minutes_played,goals_conceded,clean_sheets,competition_stats
Jude Bellingham,Jude Bellingham,Jude BellinghamAttacking Midfield,Unknown club,€180.00m,https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678,Attacking Midfield,21,,,€180.00m,15,2,0,4,{}
Lamine Yamal,Lamine Yamal,Lamine YamalRight Winger,Unknown club,€150.00m,https://www.transfermarkt.com/lamine-yamal/profil/spieler/937958,Right Winger,17,,,€150.00m,19,6,0,9,{}
Florian Wirtz,Florian Wirtz,Florian WirtzAttacking Midfield,Unknown club,€130.00m,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,Attacking Midfield,21,,,€130.00m,21,8,0,4,{}
Jamal Musiala,Jamal Musiala,Jamal MusialaAttacking Midfield,Unknown club,€130.00m,https://www.transfermarkt.com/jamal-musiala/profil/spieler/580195,Attacking Midfield,21,,,€130.00m,16,10,0,7,{}
Gavi,Gavi,GaviCentral Midfield,Unknown club,€90.00m,https://www.transfermarkt.com/gavi/profil/spieler/646740,Central Midfield,20,,,€90.00m,6,0,0,0,{}
Pedri,Pedri,PedriCentral Midfield,Unknown club,€80.00m,https://www.transfermarkt.com/pedri/profil/spieler/683840,Central Midfield,21,,,€80.00m,21,3,0,2,{}
Xavi Simons,Xavi Simons,Xavi SimonsAttacking Midfield,Unknown club,€80.00m,https://www.transfermarkt.com/xavi-simons/profil/spieler/566931,Attacking Midfield,21,,,€80.00m,15,4,0,2,{}
Rasmus Højlund,Rasmus Højlund,Rasmus HøjlundCentre-Forward,Unknown club,€65.00m,https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442,Centre-Forward,21,,,€65.00m,14,2,0,0,{}
Endrick,Endrick,EndrickCentre-Forward,Unknown club,€60.00m,https://www.transfermarkt.com/endrick/profil/spieler/971570,Centre-Forward,18,,,€60.00m,10,2,0,1,{}
Warren Zaïre-Emery,Warren Zaïre-Emery,Warren Zaïre-EmeryCentral Midfield,Unknown club,€60.00m,https://www.transfermarkt.com/warren-zaire-emery/profil/spieler/810092,Central Midfield,18,,,€60.00m,16,2,0,1,{}
João Neves,João Neves,João NevesDefensive Midfield,Unknown club,€60.00m,https://www.transfermarkt.com/joao-neves/profil/spieler/670681,Defensive Midfield,20,,,€60.00m,17,1,0,6,{}
Leny Yoro,Leny Yoro,Leny YoroCentre-Back,Unknown club,€55.00m,https://www.transfermarkt.com/leny-yoro/profil/spieler/923831,Centre-Back,19,,,€55.00m,0,0,0,0,{}
Kobbie Mainoo,Kobbie Mainoo,Kobbie MainooCentral Midfield,Unknown club,€55.00m,https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374,Central Midfield,19,,,€55.00m,10,0,0,0,{}
Alejandro Garnacho,Alejandro Garnacho,Alejandro GarnachoLeft Winger,Unknown club,€50.00m,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779,Left Winger,20,,,€50.00m,18,7,0,4,{}
Aleksandar Pavlovic,Aleksandar Pavlovic,Aleksandar PavlovicDefensive Midfield,Unknown club,€50.00m,https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,Defensive Midfield,20,,,€50.00m,12,2,0,1,{}
Savinho,Savinho,SavinhoRight Winger,Unknown club,€50.00m,https://www.transfermarkt.com/savinho/profil/spieler/743591,Right Winger,20,,,€50.00m,15,0,0,5,{}
Fermín López,Fermín López,Fermín LópezCentral Midfield,Unknown club,€50.00m,https://www.transfermarkt.com/fermin-lopez/profil/spieler/636703,Central Midfield,21,,,€50.00m,9,1,0,2,{}
Benjamin Sesko,Benjamin Sesko,Benjamin SeskoCentre-Forward,Unknown club,€50.00m,https://www.transfermarkt.com/benjamin-sesko/profil/spieler/627442,Centre-Forward,21,,,€50.00m,19,11,0,3,{}
Levi Colwill,Levi Colwill,Levi ColwillCentre-Back,Unknown club,€50.00m,https://www.transfermarkt.com/levi-colwill/profil/spieler/614258,Centre-Back,21,,,€50.00m,14,0,0,0,{}
Arda Güler,Arda Güler,Arda GülerRight Winger,Unknown club,€45.00m,https://www.transfermarkt.com/arda-guler/profil/spieler/861410,Right Winger,19,,,€45.00m,16,1,0,1,{}
Evan Ferguson,Evan Ferguson,Evan FergusonCentre-Forward,Unknown club,€45.00m,https://www.transfermarkt.com/evan-ferguson/profil/spieler/648046,Centre-Forward,20,,,€45.00m,12,1,0,0,{}
Giorgio Scalvini,Giorgio Scalvini,Giorgio ScalviniCentre-Back,Unknown club,€45.00m,https://www.transfermarkt.com/giorgio-scalvini/profil/spieler/571604,Centre-Back,20,,,€45.00m,0,0,0,0,{}
Johan Bakayoko,Johan Bakayoko,Johan BakayokoRight Winger,Unknown club,€45.00m,https://www.transfermarkt.com/johan-bakayoko/profil/spieler/565424,Right Winger,21,,,€45.00m,18,5,0,2,{}
Destiny Udogie,Destiny Udogie,Destiny UdogieLeft-Back,Unknown club,€45.00m,https://www.transfermarkt.com/destiny-udogie/profil/spieler/556385,Left-Back,21,,,€45.00m,19,0,0,3,{}
Estêvão,Estêvão,EstêvãoRight Winger,Unknown club,€40.00m,https://www.transfermarkt.com/estevao/profil/spieler/1056993,Right Winger,17,,,€40.00m,0,0,0,0,{}
Ousmane Diomande,Ousmane Diomande,Ousmane DiomandeCentre-Back,Unknown club,€40.00m,https://www.transfermarkt.com/ousmane-diomande/profil/spieler/974982,Centre-Back,20,,,€40.00m,14,0,0,0,{}
Pau Cubarsí,Pau Cubarsí,Pau CubarsíCentre-Back,Unknown club,€40.00m,https://www.transfermarkt.com/pau-cubarsi/profil/spieler/962110,Centre-Back,17,,,€40.00m,18,0,0,1,{}
Désiré Doué,Désiré Doué,Désiré DouéLeft Winger,Unknown club,€40.00m,https://www.transfermarkt.com/desire-doue/profil/spieler/914562,Left Winger,19,,,€40.00m,12,0,0,1,{}
Kenan Yıldız,Kenan Yıldız,Kenan YıldızLeft Winger,Unknown club,€40.00m,https://www.transfermarkt.com/kenan-yildiz/profil/spieler/845654,Left Winger,19,,,€40.00m,20,4,0,5,{}
Mathys Tel,Mathys Tel,Mathys TelLeft Winger,Unknown club,€40.00m,https://www.transfermarkt.com/mathys-tel/profil/spieler/801734,Left Winger,19,,,€40.00m,7,0,0,0,{}
Rico Lewis,Rico Lewis,Rico LewisRight-Back,Unknown club,€40.00m,https://www.transfermarkt.com/rico-lewis/profil/spieler/701057,Right-Back,19,,,€40.00m,20,0,0,4,{}
António Silva,António Silva,António SilvaCentre-Back,Unknown club,€40.00m,https://www.transfermarkt.com/antonio-silva/profil/spieler/650568,Centre-Back,21,,,€40.00m,13,1,0,1,{}
Alejandro Balde,Alejandro Balde,Alejandro BaldeLeft-Back,Unknown club,€40.00m,https://www.transfermarkt.com/alejandro-balde/profil/spieler/636688,Left-Back,21,,,€40.00m,15,0,0,3,{}
Castello Lukeba,Castello Lukeba,Castello LukebaCentre-Back,Unknown club,€40.00m,https://www.transfermarkt.com/castello-lukeba/profil/spieler/618472,Centre-Back,21,,,€40.00m,12,0,0,0,{}
Samu Aghehowa,Samu Aghehowa,Samu AghehowaCentre-Forward,Unknown club,€35.00m,https://www.transfermarkt.com/samu-aghehowa/profil/spieler/991268,Centre-Forward,20,,,€35.00m,13,12,0,0,{}
Jamie Gittens,Jamie Gittens,Jamie GittensLeft Winger,Unknown club,€35.00m,https://www.transfermarkt.com/jamie-gittens/profil/spieler/670882,Left Winger,20,,,€35.00m,17,5,0,3,{}
Jhon Durán,Jhon Durán,Jhon DuránCentre-Forward,Unknown club,€35.00m,https://www.transfermarkt.com/jhon-duran/profil/spieler/649317,Centre-Forward,20,,,€35.00m,17,8,0,0,{}
Roméo Lavia,Roméo Lavia,Roméo LaviaDefensive Midfield,Unknown club,€35.00m,https://www.transfermarkt.com/romeo-lavia/profil/spieler/628451,Defensive Midfield,20,,,€35.00m,7,0,0,1,{}
Malo Gusto,Malo Gusto,Malo GustoRight-Back,Unknown club,€35.00m,https://www.transfermarkt.com/malo-gusto/profil/spieler/620322,Right-Back,21,,,€35.00m,11,0,0,1,{}
Harvey Elliott,Harvey Elliott,Harvey ElliottCentral Midfield,Unknown club,€35.00m,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,Central Midfield,21,,,€35.00m,1,0,0,0,{}
Vitor Roque,Vitor Roque,Vitor RoqueCentre-Forward,Unknown club,€30.00m,https://www.transfermarkt.com/vitor-roque/profil/spieler/943837,Centre-Forward,19,,,€30.00m,15,5,0,0,{}
Jorrel Hato,Jorrel Hato,Jorrel HatoLeft-Back,Unknown club,€30.00m,https://www.transfermarkt.com/jorrel-hato/profil/spieler/904802,Left-Back,18,,,€30.00m,22,3,0,4,{}
Lucas Beraldo,Lucas Beraldo,Lucas BeraldoCentre-Back,Unknown club,€30.00m,https://www.transfermarkt.com/lucas-beraldo/profil/spieler/872171,Centre-Back,20,,,€30.00m,9,0,0,0,{}
Pablo Barrios,Pablo Barrios,Pablo BarriosCentral Midfield,Unknown club,€30.00m,https://www.transfermarkt.com/pablo-barrios/profil/spieler/775605,Central Midfield,21,,,€30.00m,9,0,0,1,{}
Adam Wharton,Adam Wharton,Adam WhartonDefensive Midfield,Unknown club,€30.00m,https://www.transfermarkt.com/adam-wharton/profil/spieler/744149,Defensive Midfield,20,,,€30.00m,10,0,0,1,{}
Elye Wahi,Elye Wahi,Elye WahiCentre-Forward,Unknown club,€30.00m,https://www.transfermarkt.com/elye-wahi/profil/spieler/659542,Centre-Forward,21,,,€30.00m,9,2,0,1,{}
Bilal El Khannouss,Bilal El Khannouss,Bilal El KhannoussAttacking Midfield,Unknown club,€30.00m,https://www.transfermarkt.com/bilal-el-khannouss/profil/spieler/654982,Attacking Midfield,20,,,€30.00m,10,1,0,1,{}
Cristhian Mosquera,Cristhian Mosquera,Cristhian MosqueraCentre-Back,Unknown club,€30.00m,https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750,Centre-Back,20,,,€30.00m,11,0,0,0,{}
Yankuba Minteh,Yankuba Minteh,Yankuba MintehRight Winger,Unknown club,€28.00m,https://www.transfermarkt.com/yankuba-minteh/profil/spieler/1012534,Right Winger,20,,,€28.00m,8,1,0,1,{}
Hugo Larsson,Hugo Larsson,Hugo LarssonCentral Midfield,Unknown club,€28.00m,https://www.transfermarkt.com/hugo-larsson/profil/spieler/931838,Central Midfield,20,,,€28.00m,18,3,0,1,{}
Oscar Gloukh,Oscar Gloukh,Oscar GloukhAttacking Midfield,Unknown club,€25.00m,https://www.transfermarkt.com/oscar-gloukh/profil/spieler/930571,Attacking Midfield,20,,,€25.00m,22,5,0,6,{}
Arthur Vermeeren,Arthur Vermeeren,Arthur VermeerenDefensive Midfield,Unknown club,€25.00m,https://www.transfermarkt.com/arthur-vermeeren/profil/spieler/926694,Defensive Midfield,19,,,€25.00m,13,0,0,0,{}
Archie Gray,Archie Gray,Archie GrayRight-Back,Unknown club,€25.00m,https://www.transfermarkt.com/archie-gray/profil/spieler/922693,Right-Back,18,,,€25.00m,12,0,0,0,{}
Karim Konaté,Karim Konaté,Karim KonatéCentre-Forward,Unknown club,€25.00m,https://www.transfermarkt.com/karim-konate/profil/spieler/847278,Centre-Forward,20,,,€25.00m,15,8,0,2,{}
Lesley Ugochukwu,Lesley Ugochukwu,Lesley UgochukwuDefensive Midfield,Unknown club,€25.00m,https://www.transfermarkt.com/lesley-ugochukwu/profil/spieler/711999,Defensive Midfield,20,,,€25.00m,8,0,0,0,{}
Brajan Gruda,Brajan Gruda,Brajan GrudaRight Winger,Unknown club,€25.00m,https://www.transfermarkt.com/brajan-gruda/profil/spieler/700106,Right Winger,20,,,€25.00m,5,0,0,0,{}
Matías Soulé,Matías Soulé,Matías SouléRight Winger,Unknown club,€25.00m,https://www.transfermarkt.com/matias-soule/profil/spieler/668951,Right Winger,21,,,€25.00m,12,1,0,0,{}
Marcos Leonardo,Marcos Leonardo,Marcos LeonardoCentre-Forward,Unknown club,€25.00m,https://www.transfermarkt.com/marcos-leonardo/profil/spieler/668267,Centre-Forward,21,,,€25.00m,15,6,0,0,{}
Oscar Bobb,Oscar Bobb,Oscar BobbRight Winger,Unknown club,€25.00m,https://www.transfermarkt.com/oscar-bobb/profil/spieler/661207,Right Winger,21,,,€25.00m,1,0,0,1,{}
Luis Guilherme,Luis Guilherme,Luis GuilhermeRight Winger,Unknown club,€24.00m,https://www.transfermarkt.com/luis-guilherme/profil/spieler/991800,Right Winger,18,,,€24.00m,3,0,0,0,{}
Carlos Baleba,Carlos Baleba,Carlos BalebaDefensive Midfield,Unknown club,€22.00m,https://www.transfermarkt.com/carlos-baleba/profil/spieler/973085,Defensive Midfield,20,,,€22.00m,11,2,0,2,{}
Lewis Miley,Lewis Miley,Lewis MileyCentral Midfield,Unknown club,€22.00m,https://www.transfermarkt.com/lewis-miley/profil/spieler/922769,Central Midfield,18,,,€22.00m,1,0,0,0,{}
Antonio Nusa,Antonio Nusa,Antonio NusaLeft Winger,Unknown club,€22.00m,https://www.transfermarkt.com/antonio-nusa/profil/spieler/894914,Left Winger,19,,,€22.00m,24,3,0,3,{}
Michael Kayode,Michael Kayode,Michael KayodeRight-Back,Unknown club,€22.00m,https://www.transfermarkt.com/michael-kayode/profil/spieler/823486,Right-Back,20,,,€22.00m,8,0,0,0,{}
Lewis Hall,Lewis Hall,Lewis HallLeft-Back,Unknown club,€22.00m,https://www.transfermarkt.com/lewis-hall/profil/spieler/670858,Left-Back,20,,,€22.00m,15,0,0,3,{}
Julio Enciso,Julio Enciso,Julio EncisoAttacking Midfield,Unknown club,€22.00m,https://www.transfermarkt.com/julio-enciso/profil/spieler/660867,Attacking Midfield,20,,,€22.00m,10,0,0,1,{}
Jarell Quansah,Jarell Quansah,Jarell QuansahCentre-Back,Unknown club,€22.00m,https://www.transfermarkt.com/jarell-quansah/profil/spieler/632349,Centre-Back,21,,,€22.00m,5,0,1,0,{}
Zeno Debast,Zeno Debast,Zeno DebastCentre-Back,Unknown club,€22.00m,https://www.transfermarkt.com/zeno-debast/profil/spieler/548193,Centre-Back,21,,,€22.00m,21,1,0,2,{}
Yunus Musah,Yunus Musah,Yunus MusahCentral Midfield,Unknown club,€22.00m,https://www.transfermarkt.com/yunus-musah/profil/spieler/503991,Central Midfield,21,,,€22.00m,15,1,0,1,{}
Francisco Conceição,Francisco Conceição,Francisco ConceiçãoRight Winger,Unknown club,€22.00m,https://www.transfermarkt.com/francisco-conceicao/profil/spieler/487474,Right Winger,21,,,€22.00m,11,2,0,5,{}
Jeanuël Belocian,Jeanuël Belocian,Jeanuël BelocianCentre-Back,Unknown club,€20.00m,https://www.transfermarkt.com/jeanuel-belocian/profil/spieler/919515,Centre-Back,19,,,€20.00m,6,0,0,0,{}
Habib Diarra,Habib Diarra,Habib DiarraAttacking Midfield,Unknown club,€20.00m,https://www.transfermarkt.com/habib-diarra/profil/spieler/876631,Attacking Midfield,20,,,€20.00m,11,2,0,1,{}
Jack Hinshelwood,Jack Hinshelwood,Jack HinshelwoodRight-Back,Unknown club,€20.00m,https://www.transfermarkt.com/jack-hinshelwood/profil/spieler/867688,Right-Back,19,,,€20.00m,13,1,0,0,{}
Alex Scott,Alex Scott,Alex ScottCentral Midfield,Unknown club,€20.00m,https://www.transfermarkt.com/alex-scott/profil/spieler/855256,Central Midfield,21,,,€20.00m,10,0,0,0,{}
Javi Guerra,Javi Guerra,Javi GuerraCentral Midfield,Unknown club,€20.00m,https://www.transfermarkt.com/javi-guerra/profil/spieler/834764,Central Midfield,21,,,€20.00m,10,0,0,0,{}
Alberto Moleiro,Alberto Moleiro,Alberto MoleiroAttacking Midfield,Unknown club,€20.00m,https://www.transfermarkt.com/alberto-moleiro/profil/spieler/733576,Attacking Midfield,21,,,€20.00m,13,4,0,0,{}
Milos Kerkez,Milos Kerkez,Milos KerkezLeft-Back,Unknown club,€20.00m,https://www.transfermarkt.com/milos-kerkez/profil/spieler/730861,Left-Back,21,,,€20.00m,13,0,0,2,{}
Orri Óskarsson,Orri Óskarsson,Orri ÓskarssonCentre-Forward,Unknown club,€20.00m,https://www.transfermarkt.com/orri-oskarsson/profil/spieler/660438,Centre-Forward,20,,,€20.00m,28,12,0,1,{}
Rayan Cherki,Rayan Cherki,Rayan CherkiAttacking Midfield,Unknown club,€20.00m,https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,Attacking Midfield,21,,,€20.00m,11,2,0,3,{}
Martin Baturina,Martin Baturina,Martin BaturinaAttacking Midfield,Unknown club,€20.00m,https://www.transfermarkt.com/martin-baturina/profil/spieler/580451,Attacking Midfield,21,,,€20.00m,20,3,0,8,{}
Youssoufa Moukoko,Youssoufa Moukoko,Youssoufa MoukokoCentre-Forward,Unknown club,€20.00m,https://www.transfermarkt.com/youssoufa-moukoko/profil/spieler/467720,Centre-Forward,19,,,€20.00m,10,2,0,2,{}
Claudio Echeverri,Claudio Echeverri,Claudio EcheverriAttacking Midfield,Unknown club,€18.00m,https://www.transfermarkt.com/claudio-echeverri/profil/spieler/994536,Attacking Midfield,18,,,€18.00m,1,0,0,0,{}
Facundo Buonanotte,Facundo Buonanotte,Facundo BuonanotteAttacking Midfield,Unknown club,€18.00m,https://www.transfermarkt.com/facundo-buonanotte/profil/spieler/983989,Attacking Midfield,19,,,€18.00m,12,3,0,2,{}
Ernest Nuamah,Ernest Nuamah,Ernest NuamahRight Winger,Unknown club,€18.00m,https://www.transfermarkt.com/ernest-nuamah/profil/spieler/955070,Right Winger,21,,,€18.00m,9,0,0,0,{}
Guillaume Restes,Guillaume Restes,Guillaume RestesGoalkeeper,Unknown club,€18.00m,https://www.transfermarkt.com/guillaume-restes/profil/spieler/912902,Goalkeeper,19,,,€18.00m,11,0,0,0,{}
Yáser Asprilla,Yáser Asprilla,Yáser AsprillaRight Winger,Unknown club,€18.00m,https://www.transfermarkt.com/yaser-asprilla/profil/spieler/857818,Right Winger,20,,,€18.00m,8,1,0,0,{}
Farès Chaïbi,Farès Chaïbi,Farès ChaïbiAttacking Midfield,Unknown club,€18.00m,https://www.transfermarkt.com/fares-chaibi/profil/spieler/855015,Attacking Midfield,21,,,€18.00m,12,1,0,0,{}
Santiago Castro,Santiago Castro,Santiago CastroCentre-Forward,Unknown club,€18.00m,https://www.transfermarkt.com/santiago-castro/profil/spieler/849520,Centre-Forward,20,,,€18.00m,15,4,0,2,{}
Eliesse Ben Seghir,Eliesse Ben Seghir,Eliesse Ben SeghirLeft Winger,Unknown club,€18.00m,https://www.transfermarkt.com/eliesse-ben-seghir/profil/spieler/810895,Left Winger,19,,,€18.00m,15,4,0,2,{}
Andrey Santos,Andrey Santos,Andrey SantosCentral Midfield,Unknown club,€18.00m,https://www.transfermarkt.com/andrey-santos/profil/spieler/743600,Central Midfield,20,,,€18.00m,10,5,0,1,{}
Wilson Odobert,Wilson Odobert,Wilson OdobertRight Winger,Unknown club,€18.00m,https://www.transfermarkt.com/wilson-odobert/profil/spieler/743498,Right Winger,19,,,€18.00m,6,1,0,0,{}
Omari Hutchinson,Omari Hutchinson,Omari HutchinsonRight Winger,Unknown club,€18.00m,https://www.transfermarkt.com/omari-hutchinson/profil/spieler/741238,Right Winger,21,,,€18.00m,11,0,0,1,{}
Arsen Zakharyan,Arsen Zakharyan,Arsen ZakharyanAttacking Midfield,Unknown club,€18.00m,https://www.transfermarkt.com/arsen-zakharyan/profil/spieler/555143,Attacking Midfield,21,,,€18.00m,0,0,0,0,{}
Giannis Konstantelias,Giannis Konstantelias,Giannis KonstanteliasAttacking Midfield,Unknown club,€17.00m,https://www.transfermarkt.com/giannis-konstantelias/profil/spieler/628331,Attacking Midfield,21,,,€17.00m,22,2,0,0,{}
Conrad Harder,Conrad Harder,Conrad HarderCentre-Forward,Unknown club,€16.00m,https://www.transfermarkt.com/conrad-harder/profil/spieler/807386,Centre-Forward,19,,,€16.00m,18,7,0,4,{}
Wilfried Gnonto,Wilfried Gnonto,Wilfried GnontoRight Winger,Unknown club,€16.00m,https://www.transfermarkt.com/wilfried-gnonto/profil/spieler/627626,Right Winger,21,,,€16.00m,16,2,0,5,{}
Geovany Quenda,Geovany Quenda,Geovany QuendaRight Winger,Unknown club,€15.00m,https://www.transfermarkt.com/geovany-quenda/profil/spieler/1138758,Right Winger,17,,,€15.00m,18,2,0,2,{}
Gabriel Moscardo,Gabriel Moscardo,Gabriel MoscardoDefensive Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/gabriel-moscardo/profil/spieler/1086636,Defensive Midfield,19,,,€15.00m,0,0,0,0,{}
George Ilenikhena,George Ilenikhena,George IlenikhenaCentre-Forward,Unknown club,€15.00m,https://www.transfermarkt.com/george-ilenikhena/profil/spieler/1004834,Centre-Forward,18,,,€15.00m,14,2,0,1,{}
Nico Paz,Nico Paz,Nico PazAttacking Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/nico-paz/profil/spieler/948294,Attacking Midfield,20,,,€15.00m,11,1,0,4,{}
Lamine Camara,Lamine Camara,Lamine CamaraCentral Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/lamine-camara/profil/spieler/918969,Central Midfield,20,,,€15.00m,14,2,0,1,{}
Paul Wanner,Paul Wanner,Paul WannerAttacking Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/paul-wanner/profil/spieler/900909,Attacking Midfield,18,,,€15.00m,15,5,0,2,{}
Yarek Gasiorowski,Yarek Gasiorowski,Yarek GasiorowskiCentre-Back,Unknown club,€15.00m,https://www.transfermarkt.com/yarek-gasiorowski/profil/spieler/895334,Centre-Back,19,,,€15.00m,4,0,0,0,{}
Semih Kılıçsoy,Semih Kılıçsoy,Semih KılıçsoyLeft Winger,Unknown club,€15.00m,https://www.transfermarkt.com/semih-kilicsoy/profil/spieler/875334,Left Winger,19,,,€15.00m,16,1,0,4,{}
Ange-Yoan Bonny,Ange-Yoan Bonny,Ange-Yoan BonnyCentre-Forward,Unknown club,€15.00m,https://www.transfermarkt.com/ange-yoan-bonny/profil/spieler/827734,Centre-Forward,21,,,€15.00m,13,4,0,1,{}
Callum Doyle,Callum Doyle,Callum DoyleCentre-Back,Unknown club,€15.00m,https://www.transfermarkt.com/callum-doyle/profil/spieler/817688,Centre-Back,21,,,€15.00m,17,1,0,5,{}
Valentín Carboni,Valentín Carboni,Valentín CarboniAttacking Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/valentin-carboni/profil/spieler/787618,Attacking Midfield,19,,,€15.00m,4,0,0,0,{}
Carlos Alcaraz,Carlos Alcaraz,Carlos AlcarazCentral Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/carlos-alcaraz/profil/spieler/748319,Central Midfield,21,,,€15.00m,1,0,0,0,{}
Ângelo,Ângelo,ÂngeloRight Winger,Unknown club,€15.00m,https://www.transfermarkt.com/angelo/profil/spieler/743598,Right Winger,19,,,€15.00m,10,1,0,1,{}
Matheus França,Matheus França,Matheus FrançaAttacking Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/matheus-franca/profil/spieler/743597,Attacking Midfield,20,,,€15.00m,0,0,0,0,{}
Malick Fofana,Malick Fofana,Malick FofanaLeft Winger,Unknown club,€15.00m,https://www.transfermarkt.com/malick-fofana/profil/spieler/743386,Left Winger,19,,,€15.00m,16,5,0,2,{}
Ilias Akhomach,Ilias Akhomach,Ilias AkhomachRight Winger,Unknown club,€15.00m,https://www.transfermarkt.com/ilias-akhomach/profil/spieler/709969,Right Winger,20,,,€15.00m,12,1,0,0,{}
Chadi Riad,Chadi Riad,Chadi RiadCentre-Back,Unknown club,€15.00m,https://www.transfermarkt.com/chadi-riad/profil/spieler/689637,Centre-Back,21,,,€15.00m,2,0,0,0,{}
Juanlu Sánchez,Juanlu Sánchez,Juanlu SánchezRight-Back,Unknown club,€15.00m,https://www.transfermarkt.com/juanlu-sanchez/profil/spieler/676042,Right-Back,21,,,€15.00m,10,1,0,2,{}
Rodrigo Gomes,Rodrigo Gomes,Rodrigo GomesRight Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/rodrigo-gomes/profil/spieler/667121,Right Midfield,21,,,€15.00m,6,0,0,0,{}
Carney Chukwuemeka,Carney Chukwuemeka,Carney ChukwuemekaCentral Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/carney-chukwuemeka/profil/spieler/659459,Central Midfield,21,,,€15.00m,3,0,0,0,{}
Martin Vitík,Martin Vitík,Martin VitíkCentre-Back,Unknown club,€15.00m,https://www.transfermarkt.com/martin-vitik/profil/spieler/652054,Centre-Back,21,,,€15.00m,22,3,0,0,{}
Tommaso Baldanzi,Tommaso Baldanzi,Tommaso BaldanziAttacking Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/tommaso-baldanzi/profil/spieler/641537,Attacking Midfield,21,,,€15.00m,16,1,0,2,{}
Marc Casadó,Marc Casadó,Marc CasadóDefensive Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/marc-casado/profil/spieler/636695,Defensive Midfield,21,,,€15.00m,15,0,0,5,{}
Conor Bradley,Conor Bradley,Conor BradleyRight-Back,Unknown club,€15.00m,https://www.transfermarkt.com/conor-bradley/profil/spieler/624258,Right-Back,21,,,€15.00m,14,0,0,0,{}
Liam Delap,Liam Delap,Liam DelapCentre-Forward,Unknown club,€15.00m,https://www.transfermarkt.com/liam-delap/profil/spieler/610849,Centre-Forward,21,,,€15.00m,13,6,0,1,{}
Fabio Miretti,Fabio Miretti,Fabio MirettiCentral Midfield,Unknown club,€15.00m,https://www.transfermarkt.com/fabio-miretti/profil/spieler/571607,Central Midfield,21,,,€15.00m,7,0,0,0,{}
Victor Kristiansen,Victor Kristiansen,Victor KristiansenLeft-Back,Unknown club,€15.00m,https://www.transfermarkt.com/victor-kristiansen/profil/spieler/564529,Left-Back,21,,,€15.00m,13,0,1,1,{}
Emanuel Emegha,Emanuel Emegha,Emanuel EmeghaCentre-Forward,Unknown club,€15.00m,https://www.transfermarkt.com/emanuel-emegha/profil/spieler/559328,Centre-Forward,21,,,€15.00m,8,3,0,1,{}
Giovanni Fabbian,Giovanni Fabbian,Giovanni FabbianAttacking Midfield,Unknown club,€14.00m,https://www.transfermarkt.com/giovanni-fabbian/profil/spieler/633668,Attacking Midfield,21,,,€14.00m,14,1,0,0,{}
Franco Mastantuono,Franco Mastantuono,Franco MastantuonoAttacking Midfield,Unknown club,€13.00m,https://www.transfermarkt.com/franco-mastantuono/profil/spieler/1057316,Attacking Midfield,17,,,€13.00m,1,1,0,0,{}
Issahaku Fatawu,Issahaku Fatawu,Issahaku FatawuRight Winger,Unknown club,€13.00m,https://www.transfermarkt.com/issahaku-fatawu/profil/spieler/864121,Right Winger,20,,,€13.00m,13,0,0,2,{}
Aaron Ramsey,Aaron Ramsey,Aaron RamseyAttacking Midfield,Unknown club,€13.00m,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658,Attacking Midfield,21,,,€13.00m,0,0,0,0,{}
Maurits Kjaergaard,Maurits Kjaergaard,Maurits KjaergaardCentral Midfield,Unknown club,€13.00m,https://www.transfermarkt.com/maurits-kjaergaard/profil/spieler/610405,Central Midfield,21,,,€13.00m,12,5,0,3,{}
Samuel Iling-Junior,Samuel Iling-Junior,Samuel Iling-JuniorLeft Winger,Unknown club,€13.00m,https://www.transfermarkt.com/samuel-iling-junior/profil/spieler/581672,Left Winger,21,,,€13.00m,8,1,0,0,{}
Ibrahim Osman,Ibrahim Osman,Ibrahim OsmanLeft Winger,Unknown club,€12.00m,https://www.transfermarkt.com/ibrahim-osman/profil/spieler/1110406,Left Winger,19,,,€12.00m,11,2,0,2,{}
Assane Diao,Assane Diao,Assane DiaoRight Winger,Unknown club,€12.00m,https://www.transfermarkt.com/assane-diao/profil/spieler/1061282,Right Winger,19,,,€12.00m,12,1,0,3,{}
